6.084314 10.390314
-3.207016 -5.683090
-7.587152 4.617088
-8.011142 -10.708100
-0.220742 -1.064155
4.958036 0.527484
7.097227 0.037104
-7.647235 -4.456849
-8.847514 8.282969
-6.745981 4.448991
0.173579 6.480564
-7.435963 7.302668
-9.418109 6.293802
-9.873508 2.463113
-0.241881 6.433483
4.095574 -4.619519
5.141419 -10.123823
0.727652 8.393631
5.043938 3.018343
7.916977 -5.752005
-8.241230 3.194459
5.297932 9.839994
-7.091594 8.500772
-5.155167 -6.599009
5.105370 -2.112388
8.064983 -5.245613
-6.068641 -10.412198
-8.148652 -6.096389
6.293444 -8.913511
6.730051 -4.387153
7.767975 0.917362
1.893995 3.232660
1.714184 -8.198172
0.463662 -3.602087
5.338155 -1.799290
1.581317 7.885471
-8.744348 -3.467501
5.952922 -6.484378
-5.470054 -10.224717
-1.775049 10.705906
-1.103394 -4.122293
-5.085737 3.142183
-3.081043 -3.593765
7.341215 -7.541777
-1.256549 4.523626
-0.736037 -3.876192
-5.103109 -9.824492
9.420822 7.345638
-6.220397 -0.128350
-6.630803 10.130842
8.265123 5.500570
6.214684 10.578640
-8.170237 2.408450
-6.315165 -4.044767
2.965360 2.121984
-4.004975 -9.042261
8.199722 1.010320
4.689930 -5.423690
7.674900 2.256826
-1.668921 -3.979610
-3.897592 8.438934
2.929778 1.110332
8.752998 2.611777
-2.389627 -8.297110
-7.764916 1.088411
-8.349641 -10.555325
-4.069915 8.738935
-9.979017 -2.489058
0.032646 -6.993535
4.119558 -7.779993
5.615605 -10.983797
-5.140028 4.239252
1.023870 10.611002
8.934006 -1.445811
1.581044 -3.038795
5.117121 8.537169
-5.139874 -2.170113
-1.317248 -7.096529
-9.602502 6.992361
-3.854275 -8.186020
-2.727304 -2.448795
-6.867211 3.558645
-4.338874 -7.606920
-9.037372 6.326416
-3.140409 5.646873
8.691780 -8.360894
5.196770 -7.164721
6.290522 -4.199289
-6.898348 5.805031
4.919409 5.202997
-7.510389 0.040588
2.366150 -2.944736
8.083427 -9.945664
0.962860 9.423248
7.342028 7.898428
-8.886494 -5.983642
-5.095330 -6.393004
7.817503 0.628663
-2.599933 9.755701
-3.740429 4.732953
