  52.5928398  5.90110588
 -51.2511781 -20.4802429
 -15.9164158 -39.3021477
  35.4005757 -18.9130784
  46.088449 -28.5910162
  65.6155251  22.9893878
  58.7552202 -22.5513017
 -48.4869498  30.0929375
 -14.016881  38.6876437
  62.4874553 -20.9398709
  20.8635027  34.8480904
  14.5675519  59.7333098
  56.709145 -18.5365433
 -31.6811924 -25.2245559
 -7.19898214  5.45005435
 -18.7238846  16.7888262
  28.9460445 -50.1591696
 -10.7881772  68.083103
  34.2742327  29.3991387
 -37.7731361  3.91617516
 -62.4233982 -19.2690172
 -12.7913512  51.8906598
  15.8832856  66.3838998
 -23.4965233  12.7206362
 -16.9782735  31.0602868
 -16.6607036  7.96332632
 -45.8188931 -20.1577044
 -36.8351449 -29.480278
  34.2637594  21.384298
 -54.8475349 -25.9279826
 -38.2153164  63.4778451
 -15.0603903  65.5951004
 -11.7549783  48.695537
 -17.2170337 -47.8379675
  40.3876431 -36.5569278
  58.0669767  6.00919683
 -27.4048032  32.1329468
 -48.438706  41.5959603
  5.82751808 -40.4169727
 -38.5422288 -27.7480832
  65.786234 -35.1263031
  59.6074583 -28.5333142
 -5.28498642  26.3723989
  28.7720404  34.8950661
 -10.5610461  10.7010652
  14.6847499 -30.8442011
  49.5598143 -42.262675
 -35.7411405 -1.11149248
 -47.4657352  9.6118636
 -16.9402243  43.4781558
  4.6781972 -38.1957912
 -17.6766312  68.854185
 -30.1223969 -47.3638055
  4.04163592 -54.7065573
 -4.78493452  60.578815
  26.9106788  21.359171
 -51.9350781 -17.8414411
  23.8267761 -31.0999439
 -5.06158031  23.7883208
  17.8533515 -37.2457169
 -26.2817478  44.2404618
  52.1679356 -39.3315298
  16.4472944 -64.3946668
 -17.3650547 -68.0849331
  63.6671656 -5.93714333
  39.1593425  46.208587
 -49.5746678  27.4204807
 -30.0471786 -63.6614578
  30.259753 -4.60367897
 -52.2016847  45.0109073
 -9.56469623 -13.0660588
  19.4945118  15.3269631
  60.2625143 -14.9931871
  1.40439201  45.3502952
  37.2720226  20.6716006
  69.3339124  8.96259354
  44.1958262 -8.77684368
 -49.7373708  13.6156799
  1.34588157 -61.6143242
 -16.0608943  51.6631715
 -42.6185299 -51.6934162
 -4.15783429 -3.92313074
 -21.2319575  14.3224782
  12.0820453  55.9697092
 -69.5191297 -3.56860107
 -15.501651  9.82934994
  49.4130252  27.4393254
  33.585074  45.8499369
  55.9546181  26.4489826
  38.4265004  17.1649626
  33.9222659 -46.9234703
 -63.2476443  6.85700593
  16.8312948 -26.4898416
  8.47153792  36.6801973
  39.545253  43.3419174
 -5.74672028 -58.4053032
 -71.9469118  8.66299377
  20.8350349  43.1828091
 -4.97270265 -35.4486768
  3.86247234 -37.1860828
  67.9143289  15.844402
  40.5525203 -13.632502
  49.7453611  15.7856171
  51.86074 -6.7615961
 -22.8541829 -61.721507
  68.2627046  21.8317256
 -40.2442488 -19.9216723
 -44.0438677 -30.3897963
 -58.8795124 -1.73890642
  29.7019464 -34.4197082
  18.052213  22.6901728
  37.5662677  25.4473356
  32.5128327  21.5772487
 -71.875441  15.9004332
 -18.382164 -16.7777082
  28.861676 -25.5045121
  28.7735579 -56.0363156
 -33.6354571  32.6735851
  24.1457592  61.2009357
  36.872033 -10.0784334
 -35.623211 -14.5474952
  38.1499212 -33.6827864
  34.4714473 -24.9609636
  32.7331395 -56.1381113
 -61.6087659 -3.95154315
 -24.9352048 -23.9838932
  13.5329766 -65.9804727
 -39.6386185 -51.5535412
 -7.34298682 -60.3349829
 -30.8551427 -15.6445496
 -21.671577  59.8968619
  5.3406181  56.3911692
 -27.4067797 -40.0458223
 -28.4461671 -5.09596192
 -29.3759325  27.1945266
 -56.994201 -10.5344543
 -53.9181239  0.631911903
