-2.288685 6.105015
1.907909 -6.716935
11.015159 2.539164
7.408977 2.888565
-0.290849 5.989615
0.751961 -0.545013
-16.710596 -6.160896
9.420721 -0.122123
7.146061 9.624766
-3.359086 0.874462
-1.353477 12.834787
0.440244 9.168592
-0.139692 5.438518
0.727624 -0.213338
-7.939437 12.153160
2.265031 14.672707
-5.359785 -1.552436
-11.793302 -6.993025
-13.479863 -1.233030
-7.657363 14.426072
-8.629389 4.405624
-11.543425 1.116670
0.736880 -12.810394
3.205293 -2.072943
4.831131 -4.625849
-3.163061 -0.857659
-1.085254 5.578537
-1.638049 -1.704858
-0.570247 -0.923927
-4.433914 4.044107
-0.243023 0.116452
16.510015 2.335322
